01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2023,Chéquia,,,,,,,189820
2023,Chipre,,,,,,Pro,20713
2023,Croácia,,,,,,Pro,48758
2023,Dinamarca,,,,,,,181434
2023,Eslováquia,,,,,,,76540
2023,Eslovénia,,,,,,,38644
2023,Espanha,,,,,,r,940660
2023,Estónia,,,,,,,21154
2023,Finlândia,,,,,,,157146
2023,França,,,,,,Pro,1844537
2023,Grécia,,,,,,Pro,151720
2023,Hungria,,,,,,,121150
2023,Irlanda,,,,,,,160910
2023,Itália,,,,,,,1376797
2023,Letónia,,,,,,,23722
2023,Lituânia,,,,,,,44173
2023,Luxemburgo,,,,,,,29121
2023,Malta,,,,,,,10671
2023,Países Baixos,,,,,,,525804
2023,Polónia,,,,,,,438280
2023,Portugal,,,,,,Pro,180355
2023,Roménia,,,,,,Pro,179934
2023,Suécia,,,,,,r,268953
2024,,Portugal,,,,,Pro,201598
2024,Alemanha,,,,,,Pro,2793940
2024,Áustria,,,,,,x,
2024,Bélgica,,,,,,x,
2024,Bulgária,,,,,,x,
2024,Chéquia,,,,,,,189713
2024,Chipre,,,,,,x,
2024,Croácia,,,,,,x,
2024,Dinamarca,,,,,,,187233
2024,Eslováquia,,,,,,,80274
2024,Eslovénia,,,,,,x,
2024,Espanha,,,,,,r,1010947
2024,Estónia,,,,,,x,
2024,Finlândia,,,,,,,161405
2024,França,,,,,,x,
2024,Grécia,,,,,,x,
2024,Hungria,,,,,,x,
2024,Irlanda,,,,,,x,
2024,Itália,,,,,,,1411241
2024,Letónia,,,,,,x,
2024,Lituânia,,,,,,x,
2024,Luxemburgo,,,,,,x,
2024,Malta,,,,,,x,
2024,Países Baixos,,,,,,Pro,554372
2024,Polónia,,,,,,x,
2024,Portugal,,,,,,Pro,200006
2024,Roménia,,,,,,Pro,210701
2024,Suécia,,,,,,r,279282
,,,,,,,,
,Indicador: Rendimento disponível bruto das famílias,,,,,,,
,Ultima atualização: 14.10.2025,,,,,,,
,Fonte: Base de dados do INE - Instituto Nacional de Estatística | Base de dados do Eurostat,,,,,,,
