01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2021,Eslovénia,,,,,,,51555
2021,Espanha,,,,,,,1243722
2021,Estónia,,,,,,,30763
2021,Finlândia,,,,,,,252788
2021,França,,,,,,,2586548
2021,Grécia,,,,,,,183257
2021,Hungria,,,,,,,150349
2021,Irlanda,,,,,,,321063
2021,Itália,,,,,,,1862943
2021,Letónia,,,,,,,31681
2021,Lituânia,,,,,,,54779
2021,Luxemburgo,,,,,,,49472
2021,Malta,,,,,,,14623
2021,Países Baixos,,,,,,,905854
2021,Polónia,,,,,,,557511
2021,Portugal,,,,,,,214342
2021,Roménia,,,,,,,237779
2021,Suécia,,,,,,,554138
2021,União Europeia 27,,,,,,,14849397
2022,,Portugal,,,,,,239550
2022,Alemanha,,,,,,Pro,4108628
2022,Áustria,,,,,,,450022
2022,Bélgica,,,,,,,570283
2022,Bulgária,,,,,,,81422
2022,Chéquia,,,,,,,275298
2022,Chipre,,,,,,,27085
2022,Croácia,,,,,,,67019
2022,Dinamarca,,,,,,,390916
2022,Eslováquia,,,,,,,106703
2022,Eslovénia,,,,,,,56036
2022,Espanha,,,,,,r,1382724
2022,Estónia,,,,,,,35583
2022,Finlândia,,,,,,,268504
2022,França,,,,,,Pro,2729513
2022,Grécia,,,,,,Pro,205137
2022,Hungria,,,,,,,164462
2022,Irlanda,,,,,,,356517
2022,Itália,,,,,,,2016575
2022,Letónia,,,,,,,35470
2022,Lituânia,,,,,,,64798
2022,Luxemburgo,,,,,,,49650
2022,Malta,,,,,,,15701
2022,Países Baixos,,,,,,,982479
2022,Polónia,,,,,,,635721
2022,Portugal,,,,,,,239550
2022,Roménia,,,,,,,273080
2022,Suécia,,,,,,,569758
2022,União Europeia 27,,,,,,,16084648
2023,,Portugal,,,,,,263370
2023,Alemanha,,,,,,Pro,4355986
2023,Áustria,,,,,,,473419
2023,Bélgica,,,,,,Pro,604431
2023,Bulgária,,,,,,x,
2023,Chéquia,,,,,,,307381
2023,Chipre,,,,,,Pro,28341
2023,Croácia,,,,,,Pro,77465
2023,Dinamarca,,,,,,,386233
2023,Eslováquia,,,,,,,121250
2023,Eslovénia,,,,,,,63352
2023,Espanha,,,,,,r,1492860
2023,Estónia,,,,,,,36993
2023,Finlândia,,,,,,,273692
2023,França,,,,,,Pro,2875214
2023,Grécia,,,,,,Pro,218152
2023,Hungria,,,,,,,191838
2023,Irlanda,,,,,,,388351
2023,Itália,,,,,,,2120213
2023,Letónia,,,,,,,38146
2023,Lituânia,,,,,,,71534
2023,Luxemburgo,,,,,,,56210
2023,Malta,,,,,,,17897
2023,Países Baixos,,,,,,,1051957
2023,Polónia,,,,,,,720408
2023,Portugal,,,,,,Pro,260821
2023,Roménia,,,,,,Pro,315156
2023,Suécia,,,,,,r,558402
2023,União Europeia 27,,,,,,,17161611
2024,,Portugal,,,,,Pro,283973
2024,Alemanha,,,,,,Pro,4478101
2024,Áustria,,,,,,x,
2024,Bélgica,,,,,,x,
2024,Bulgária,,,,,,x,
2024,Chéquia,,,,,,,310487
2024,Chipre,,,,,,x,
2024,Croácia,,,,,,x,
2024,Dinamarca,,,,,,,404946
2024,Eslováquia,,,,,,,128025
2024,Eslovénia,,,,,,x,
2024,Espanha,,,,,,r,1590307
2024,Estónia,,,,,,x,
2024,Finlândia,,,,,,,276683
2024,França,,,,,,x,
2024,Grécia,,,,,,x,
2024,Hungria,,,,,,x,
2024,Irlanda,,,,,,x,
2024,Itália,,,,,,,2178171
2024,Letónia,,,,,,x,
2024,Lituânia,,,,,,x,
2024,Luxemburgo,,,,,,x,
2024,Malta,,,,,,x,
2024,Países Baixos,,,,,,Pro,1112485
2024,Polónia,,,,,,x,
2024,Portugal,,,,,,Pro,279943
2024,Roménia,,,,,,Pro,344070
2024,Suécia,,,,,,r,582814
2024,União Europeia 27,,,,,,,17895652
,,,,,,,,
,Indicador: Rendimento nacional bruto,,,,,,,
,Ultima atualização: 14.10.2025,,,,,,,
,Fonte: Base de dados do INE - Instituto Nacional de Estatística | Base de dados do Eurostat,,,,,,,
